algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered;percentual_maior_array
bubble;0.05;1000;150;113;11.3;15.0
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;150;113;11.3;15.0
bubble;0.05;1000;150;113;11.3;15.0
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;150;113;11.3;15.0
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;150;113;11.3;15.0
bubble;0.05;1000;113;107;10.7;11.3
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;150;113;11.3;15.0
bubble;0.05;1000;57;127;12.7;5.7
bubble;0.05;1000;104;119;11.9;10.4
bubble;0.05;1000;108;110;11.0;10.8
bubble;0.05;1000;57;127;12.7;5.7
bubble;0.05;1000;108;110;11.0;10.8
bubble;0.05;1000;78;110;11.0;7.8
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;78;110;11.0;7.8
bubble;0.05;1000;104;111;11.1;10.4
bubble;0.05;1000;95;112;11.2;9.5
bubble;0.05;1000;147;124;12.4;14.7
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;147;124;12.4;14.7
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;147;124;12.4;14.7
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;95;112;11.2;9.5
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;154;109;10.9;15.4
bubble;0.05;1000;65;112;11.2;6.5
bubble;0.05;1000;70;125;12.5;7.0
bubble;0.05;1000;154;109;10.9;15.4
bubble;0.05;1000;65;112;11.2;6.5
bubble;0.05;1000;154;109;10.9;15.4
bubble;0.05;1000;70;125;12.5;7.0
bubble;0.05;1000;65;112;11.2;6.5
bubble;0.05;1000;154;109;10.9;15.4
bubble;0.05;1000;65;112;11.2;6.5
bubble;0.05;1000;147;124;12.4;14.7
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;78;110;11.0;7.8
bubble;0.05;1000;95;112;11.2;9.5
bubble;0.05;1000;95;112;11.2;9.5
bubble;0.05;1000;82;111;11.1;8.2
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;147;124;12.4;14.7
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;78;110;11.0;7.8
bubble;0.05;1000;78;110;11.0;7.8
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;57;127;12.7;5.7
bubble;0.05;1000;108;110;11.0;10.8
bubble;0.05;1000;104;119;11.9;10.4
bubble;0.05;1000;57;127;12.7;5.7
bubble;0.05;1000;108;110;11.0;10.8
bubble;0.05;1000;150;113;11.3;15.0
bubble;0.05;1000;113;107;10.7;11.3
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;150;113;11.3;15.0
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;150;113;11.3;15.0
bubble;0.05;1000;113;107;10.7;11.3
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;150;113;11.3;15.0
bubble;0.05;1000;108;110;11.0;10.8
bubble;0.05;1000;104;119;11.9;10.4
bubble;0.05;1000;57;127;12.7;5.7
bubble;0.05;1000;57;127;12.7;5.7
bubble;0.05;1000;108;110;11.0;10.8
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;78;110;11.0;7.8
bubble;0.05;1000;78;110;11.0;7.8
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;147;124;12.4;14.7
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;82;111;11.1;8.2
bubble;0.05;1000;95;112;11.2;9.5
bubble;0.05;1000;95;112;11.2;9.5
bubble;0.05;1000;78;110;11.0;7.8
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;147;124;12.4;14.7
bubble;0.05;1000;65;112;11.2;6.5
bubble;0.05;1000;70;125;12.5;7.0
bubble;0.05;1000;154;109;10.9;15.4
bubble;0.05;1000;154;109;10.9;15.4
bubble;0.05;1000;70;125;12.5;7.0
bubble;0.05;1000;70;125;12.5;7.0
bubble;0.05;1000;154;109;10.9;15.4
bubble;0.05;1000;70;125;12.5;7.0
bubble;0.05;1000;70;125;12.5;7.0
bubble;0.05;1000;154;109;10.9;15.4
bubble;0.05;1000;154;109;10.9;15.4
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;95;112;11.2;9.5
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;95;112;11.2;9.5
bubble;0.05;1000;104;111;11.1;10.4
bubble;0.05;1000;147;124;12.4;14.7
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;82;111;11.1;8.2
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;104;119;11.9;10.4
bubble;0.05;1000;78;110;11.0;7.8
bubble;0.05;1000;57;127;12.7;5.7
bubble;0.05;1000;104;119;11.9;10.4
bubble;0.05;1000;108;110;11.0;10.8
bubble;0.05;1000;57;127;12.7;5.7
bubble;0.05;1000;85;114;11.4;8.5
bubble;0.05;1000;150;113;11.3;15.0
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;113;107;10.7;11.3
bubble;0.05;1000;113;107;10.7;11.3
bubble;0.05;1000;113;107;10.7;11.3
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;113;107;10.7;11.3
bubble;0.05;1000;150;113;11.3;15.0
bubble;0.05;1000;76;131;13.1;7.6
bubble;0.05;1000;85;114;11.4;8.5
bubble;0.05;1000;108;110;11.0;10.8
bubble;0.05;1000;57;127;12.7;5.7
bubble;0.05;1000;57;127;12.7;5.7
bubble;0.05;1000;104;119;11.9;10.4
bubble;0.05;1000;78;110;11.0;7.8
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;104;119;11.9;10.4
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;147;124;12.4;14.7
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;147;124;12.4;14.7
bubble;0.05;1000;104;111;11.1;10.4
bubble;0.05;1000;95;112;11.2;9.5
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;104;111;11.1;10.4
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;154;109;10.9;15.4
bubble;0.05;1000;70;125;12.5;7.0
bubble;0.05;1000;154;109;10.9;15.4
bubble;0.05;1000;104;119;11.9;10.4
bubble;0.05;1000;70;125;12.5;7.0
bubble;0.05;1000;57;127;12.7;5.7
bubble;0.05;1000;65;111;11.1;6.5
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;142;132;13.2;14.2
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;65;111;11.1;6.5
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;98;105;10.5;9.8
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;98;105;10.5;9.8
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;108;110;11.0;10.8
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;85;114;11.4;8.5
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;85;114;11.4;8.5
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;108;110;11.0;10.8
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;98;105;10.5;9.8
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;98;105;10.5;9.8
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;65;111;11.1;6.5
bubble;0.05;1000;142;132;13.2;14.2
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;78;126;12.6;7.8
bubble;0.05;1000;65;111;11.1;6.5
bubble;0.05;1000;142;132;13.2;14.2
bubble;0.05;1000;65;111;11.1;6.5
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;142;132;13.2;14.2
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;98;105;10.5;9.8
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;85;114;11.4;8.5
bubble;0.05;1000;85;114;11.4;8.5
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;113;107;10.7;11.3
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;113;107;10.7;11.3
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;85;114;11.4;8.5
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;85;114;11.4;8.5
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;98;105;10.5;9.8
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;142;132;13.2;14.2
bubble;0.05;1000;65;111;11.1;6.5
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;142;132;13.2;14.2
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;65;111;11.1;6.5
bubble;0.05;1000;142;132;13.2;14.2
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;142;132;13.2;14.2
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;98;105;10.5;9.8
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;104;111;11.1;10.4
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;85;114;11.4;8.5
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;65;111;11.1;6.5
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;85;114;11.4;8.5
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;85;114;11.4;8.5
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;104;111;11.1;10.4
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;98;105;10.5;9.8
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;142;132;13.2;14.2
bubble;0.05;1000;142;132;13.2;14.2
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;65;111;11.1;6.5
bubble;0.05;1000;65;111;11.1;6.5
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;142;132;13.2;14.2
bubble;0.05;1000;65;111;11.1;6.5
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;65;112;11.2;6.5
bubble;0.05;1000;98;105;10.5;9.8
bubble;0.05;1000;98;105;10.5;9.8
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;103;117;11.7;10.3
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;138;102;10.2;13.8
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;72;125;12.5;7.2
bubble;0.05;1000;81;119;11.9;8.1
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;65;121;12.1;6.5
bubble;0.05;1000;98;123;12.3;9.8
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;73;122;12.2;7.3
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;47;125;12.5;4.7
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;127;118;11.8;12.7
bubble;0.05;1000;110;116;11.6;11.0
bubble;0.05;1000;98;105;10.5;9.8
bubble;0.05;1000;98;105;10.5;9.8
bubble;0.05;1000;65;112;11.2;6.5
bubble;0.05;1000;65;111;11.1;6.5
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;63;114;11.4;6.3
bubble;0.05;1000;142;132;13.2;14.2
bubble;0.05;1000;65;111;11.1;6.5
