algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered;percentual_maior_array
quick;0.05;10000;31;1981;19.81;0.31
quick;0.05;10000;30;1893;18.93;0.3
quick;0.05;10000;30;1893;18.93;0.3
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;35;1928;19.28;0.35
quick;0.05;10000;35;1928;19.28;0.35
quick;0.05;10000;31;1977;19.77;0.31
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;31;1977;19.77;0.31
quick;0.05;10000;30;1959;19.59;0.3
quick;0.05;10000;30;1959;19.59;0.3
quick;0.05;10000;30;1959;19.59;0.3
quick;0.05;10000;30;1959;19.59;0.3
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;31;1977;19.77;0.31
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;31;1977;19.77;0.31
quick;0.05;10000;35;1928;19.28;0.35
quick;0.05;10000;35;1928;19.28;0.35
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;30;1893;18.93;0.3
quick;0.05;10000;31;1981;19.81;0.31
quick;0.05;10000;31;1981;19.81;0.31
quick;0.05;10000;29;1913;19.13;0.29
quick;0.05;10000;27;1941;19.41;0.27
quick;0.05;10000;25;1974;19.74;0.25
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;27;1941;19.41;0.27
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;25;1974;19.74;0.25
quick;0.05;10000;28;1961;19.61;0.28
quick;0.05;10000;31;1981;19.81;0.31
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;27;1950;19.5;0.27
quick;0.05;10000;27;1950;19.5;0.27
quick;0.05;10000;28;1995;19.95;0.28
quick;0.05;10000;28;1887;18.87;0.28
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;28;1995;19.95;0.28
quick;0.05;10000;28;1887;18.87;0.28
quick;0.05;10000;27;1950;19.5;0.27
quick;0.05;10000;28;1887;18.87;0.28
quick;0.05;10000;28;1995;19.95;0.28
quick;0.05;10000;28;1995;19.95;0.28
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;27;1950;19.5;0.27
quick;0.05;10000;27;1950;19.5;0.27
quick;0.05;10000;28;1961;19.61;0.28
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;25;1974;19.74;0.25
quick;0.05;10000;25;1974;19.74;0.25
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;29;1913;19.13;0.29
quick;0.05;10000;27;1941;19.41;0.27
quick;0.05;10000;31;1981;19.81;0.31
quick;0.05;10000;29;1913;19.13;0.29
quick;0.05;10000;31;1981;19.81;0.31
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;35;1928;19.28;0.35
quick;0.05;10000;35;1928;19.28;0.35
quick;0.05;10000;35;1928;19.28;0.35
quick;0.05;10000;29;1955;19.55;0.29
quick;0.05;10000;31;1977;19.77;0.31
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;31;1977;19.77;0.31
quick;0.05;10000;30;1959;19.59;0.3
quick;0.05;10000;30;1959;19.59;0.3
quick;0.05;10000;30;1959;19.59;0.3
quick;0.05;10000;30;1959;19.59;0.3
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;31;1977;19.77;0.31
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;29;1955;19.55;0.29
quick;0.05;10000;35;1928;19.28;0.35
quick;0.05;10000;35;1928;19.28;0.35
quick;0.05;10000;35;1928;19.28;0.35
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;31;1981;19.81;0.31
quick;0.05;10000;29;1913;19.13;0.29
quick;0.05;10000;31;1981;19.81;0.31
quick;0.05;10000;27;1941;19.41;0.27
quick;0.05;10000;29;1913;19.13;0.29
quick;0.05;10000;25;1974;19.74;0.25
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;25;1974;19.74;0.25
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;28;1961;19.61;0.28
quick;0.05;10000;27;1950;19.5;0.27
quick;0.05;10000;27;1950;19.5;0.27
quick;0.05;10000;28;1995;19.95;0.28
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;28;1887;18.87;0.28
quick;0.05;10000;28;1995;19.95;0.28
quick;0.05;10000;27;1950;19.5;0.27
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;39;1928;19.28;0.39
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;35;1889;18.89;0.35
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;35;1889;18.89;0.35
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;28;1940;19.4;0.28
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;28;1944;19.44;0.28
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;25;1981;19.81;0.25
quick;0.05;10000;28;1961;19.61;0.28
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;25;1981;19.81;0.25
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;30;1936;19.36;0.3
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;30;1936;19.36;0.3
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;25;1981;19.81;0.25
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;28;1961;19.61;0.28
quick;0.05;10000;25;1981;19.81;0.25
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;28;1944;19.44;0.28
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;28;1940;19.4;0.28
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;35;1889;18.89;0.35
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;35;1889;18.89;0.35
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;39;1928;19.28;0.39
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;25;1974;19.74;0.25
quick;0.05;10000;35;1889;18.89;0.35
quick;0.05;10000;39;1873;18.73;0.39
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;29;1913;19.13;0.29
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;28;1961;19.61;0.28
quick;0.05;10000;25;1981;19.81;0.25
quick;0.05;10000;27;1942;19.42;0.27
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;30;1936;19.36;0.3
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;30;1936;19.36;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1936;19.36;0.3
quick;0.05;10000;30;1936;19.36;0.3
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;27;1942;19.42;0.27
quick;0.05;10000;25;1981;19.81;0.25
quick;0.05;10000;28;1961;19.61;0.28
quick;0.05;10000;25;1981;19.81;0.25
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;28;1940;19.4;0.28
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;39;1873;18.73;0.39
quick;0.05;10000;35;1889;18.89;0.35
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;39;1928;19.28;0.39
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;39;1928;19.28;0.39
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;39;1873;18.73;0.39
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;25;1974;19.74;0.25
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;28;1940;19.4;0.28
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;39;1873;18.73;0.39
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;28;1940;19.4;0.28
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;29;1988;19.88;0.29
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;27;1942;19.42;0.27
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;25;1981;19.81;0.25
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;27;1942;19.42;0.27
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;30;1936;19.36;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;30;1936;19.36;0.3
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;27;1942;19.42;0.27
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;27;1942;19.42;0.27
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;28;1940;19.4;0.28
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;39;1873;18.73;0.39
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;28;1940;19.4;0.28
quick;0.05;10000;35;1889;18.89;0.35
quick;0.05;10000;25;1974;19.74;0.25
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;39;1873;18.73;0.39
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;39;1928;19.28;0.39
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;39;1928;19.28;0.39
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;35;1889;18.89;0.35
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;25;1974;19.74;0.25
quick;0.05;10000;35;1889;18.89;0.35
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;39;1873;18.73;0.39
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;28;1940;19.4;0.28
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;25;1981;19.81;0.25
quick;0.05;10000;29;1988;19.88;0.29
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;30;1936;19.36;0.3
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;30;1951;19.51;0.3
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;30;1936;19.36;0.3
quick;0.05;10000;29;1976;19.76;0.29
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;27;1942;19.42;0.27
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;36;1927;19.27;0.36
quick;0.05;10000;28;1956;19.56;0.28
quick;0.05;10000;25;1981;19.81;0.25
quick;0.05;10000;29;1988;19.88;0.29
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;33;1914;19.14;0.33
quick;0.05;10000;28;1940;19.4;0.28
quick;0.05;10000;26;1914;19.14;0.26
quick;0.05;10000;39;1873;18.73;0.39
quick;0.05;10000;34;1935;19.35;0.34
quick;0.05;10000;27;1980;19.8;0.27
quick;0.05;10000;24;1971;19.71;0.24
quick;0.05;10000;25;1974;19.74;0.25
quick;0.05;10000;35;1889;18.89;0.35
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;26;1969;19.69;0.26
quick;0.05;10000;35;1889;18.89;0.35
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;33;1947;19.47;0.33
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;28;1967;19.67;0.28
quick;0.05;10000;36;1962;19.62;0.36
quick;0.05;10000;39;1928;19.28;0.39
